,fit_time,score_time,test_score,train_score,model_name
63,2.358391046524048,1.5863590240478516,0.43539473631313763,0.9676648743525765,kde
64,2.420447826385498,1.6206612586975098,0.44639204414771133,0.9689320233634101,kde
65,2.4826457500457764,1.5430302619934082,0.4176281517158702,0.9672408876277478,kde
66,2.3868777751922607,0.3582155704498291,0.46269569497372415,0.632636233631665,kneighbors
67,2.369933843612671,0.35990095138549805,0.47689770590769626,0.6188335640014269,kneighbors
68,2.2828822135925293,0.4201643466949463,0.44821381974868346,0.6386343811009392,kneighbors
69,6.668353080749512,0.24904704093933105,0.5647163690444866,0.9836037517230292,mlp
70,5.841672897338867,0.27048325538635254,0.5647192020688573,0.979321790222077,mlp
71,6.391815423965454,0.2196497917175293,0.5680242129453772,0.9816703379615346,mlp
72,8.950377225875854,0.22495317459106445,0.5669504131621704,0.7249022958730149,logisticregressioncv
73,8.360216856002808,0.29582858085632324,0.5686990467072697,0.7139861701256309,logisticregressioncv
74,8.895354270935059,0.22518157958984375,0.5386199993133505,0.735283181152982,logisticregressioncv
75,167.71135926246643,0.06587839126586914,0.5453031328471574,0.9704402772105591,px_xgboost
76,177.94050073623657,0.05376720428466797,0.562801159081235,0.9430567591900999,px_xgboost
77,182.58096742630005,0.045864105224609375,0.5350053291622252,0.9133464594552049,px_xgboost
78,134.72681951522827,0.43601250648498535,0.547939376429538,0.8658634060772454,px_svc
79,130.08547592163086,0.38645362854003906,0.5606363153868749,0.9761199390585211,px_svc
80,130.87115287780762,0.36757683753967285,0.5621422274622916,0.9617133084466142,px_svc
